cod_grupo,cod_grupo_padre
GR001444,GR008831
GR001445,GR009200
GR001446,GR005088
GR001447,GR006462
GR001448,GR006523
GR001449,GR006284
GR001450,GR001552
GR001451,GR006016
GR001452,GR009365
GR001453,GR000486
GR001454,GR008119
GR001455,GR001619
GR001456,GR002644
GR001457,GR009866
GR001458,GR001128
GR001459,GR006425
GR001460,GR001103
GR001461,GR004071
GR001462,GR002311
GR001463,GR003552
GR001464,GR006440
GR001465,GR009779
GR001466,GR009226
GR001467,GR000554
GR001468,GR000224
GR001469,GR002578
GR001470,GR004985
GR001471,GR008794
GR001472,GR003555
GR001473,GR008906
GR001474,GR009735
GR001475,GR009801
GR001476,GR002493
GR001477,GR009173
GR001478,GR008366
GR001479,GR002008
GR001480,GR005783
GR001481,GR006303
GR001482,GR005474
GR001483,GR003321
GR001484,GR008638
GR001485,GR003146
GR001486,GR008870
GR001487,GR010033
GR001488,GR009256
GR001489,GR009238
GR001490,GR000844
GR001491,GR007850
GR001492,GR009895
GR001493,GR007244
GR001494,GR006546
GR001495,GR009414
GR001496,GR008579
GR001497,GR009329
GR001498,GR004335
GR001499,GR009854
GR001500,GR005106
GR001501,GR008319
GR001502,GR009068
GR001503,GR004736
GR001504,GR009154
GR001505,GR003509
GR001506,GR001104
GR001507,GR009862
GR001508,GR003616
GR001509,GR004052
GR001510,GR000064
GR001511,GR002788
GR001512,GR004867
GR001513,GR002279
GR001514,GR008288
GR001515,GR009433
GR001516,GR004890
GR001517,GR000200
GR001518,GR009232
GR001519,GR003215
GR001520,GR001264
GR001521,GR006211
GR001522,GR009853
GR001523,GR006079
GR001524,GR007980
GR001525,GR006992
GR001526,GR002507
GR001527,GR009020
GR001528,GR002018
GR001529,GR007357
GR001530,GR006963
GR001531,GR009279
GR001532,GR000339
GR001533,GR002096
GR001534,GR000550
GR001535,GR009447
GR001536,GR003645
GR001537,GR003825
GR001538,GR007178
GR001539,GR009594
GR001540,GR009351
GR001541,GR005747
GR001542,GR000333
GR001543,GR002644
GR001544,GR004593
GR001545,GR003097
GR001546,GR005469
GR001547,GR007394
GR001548,GR000536
GR001549,GR010003
GR001550,GR001824
GR001551,GR002177
GR001552,GR008113
GR001553,GR008248
GR001554,GR002130
GR001555,GR006581
GR001556,GR008626
GR001557,GR009812
GR001558,GR009208
GR001559,GR003252
GR001560,GR009091
GR001561,GR009764
GR001562,GR002563
GR001563,GR006521
GR001564,GR006448
GR001565,GR004740
GR001566,GR004077
GR001567,GR006731
GR001568,GR001417
GR001569,GR006749
GR001570,GR002392
GR001571,GR003437
GR001572,GR003099
GR001573,GR008093
GR001574,GR004675
GR001575,GR007909
GR001576,GR005486
GR001577,GR006831
GR001578,GR006099
GR001579,GR004361
GR001580,GR009799
GR001581,GR004752
GR001582,GR004832
GR001583,GR009256
GR001584,GR002872
GR001585,GR000041
GR001586,GR004853
GR001587,GR002480
GR001588,GR004093
GR001589,GR006421
GR001590,GR005794
GR001591,GR009186
GR001592,GR006593
GR001593,GR005550
GR001594,GR006567
GR001595,GR008228
GR001596,GR007053
GR001597,GR008901
GR001598,GR009622
GR001599,GR009459
GR001600,GR002300
GR001601,GR003222
GR001602,GR006604
GR001603,GR004112
GR001604,GR002889
GR001605,GR005533
GR001606,GR004897
GR001607,GR005680
GR001608,GR009916
GR001609,GR002315
GR001610,GR003987
GR001611,GR002384
GR001612,GR008556
GR001613,GR008713
GR001614,GR004519
GR001615,GR006661
GR001616,GR002749
GR001617,GR005006
GR001618,GR007948
GR001619,GR008524
GR001620,GR008531
GR001621,GR004530
GR001622,GR003171
GR001623,GR003151
GR001624,GR009809
GR001625,GR009495
GR001626,GR006716
GR001627,GR006396
GR001628,GR001438
GR001629,GR000878
GR001630,GR009931
GR001631,GR006927
GR001632,GR006516
GR001633,GR003917
GR001634,GR000122
GR001635,GR006371
GR001636,GR002726
GR001637,GR000179
GR001638,GR001126
GR001639,GR003057
GR001640,GR001601
GR001641,GR006441
GR001642,GR005541
GR001643,GR008243
GR001644,GR000039
GR001645,GR009222
GR001646,GR002850
GR001647,GR008413
GR001648,GR008670
GR001649,GR004471
GR001650,GR006515
GR001651,GR008458
GR001652,GR000522
GR001653,GR002121
GR001654,GR007172
GR001655,GR006706
GR001656,GR004790
GR001657,GR008966
GR001658,GR008846
GR001659,GR004701
GR001660,GR005907
GR001661,GR004680
GR001662,GR006470
GR001663,GR003510
GR001664,GR002900
GR001665,GR010016
GR001666,GR005014
GR001667,GR008004
GR001668,GR005441
GR001669,GR000183
GR001670,GR005624
GR001671,GR002162
GR001672,GR007882
GR001673,GR007343
GR001674,GR002729
GR001675,GR006241
GR001676,GR007883
GR001677,GR009621
GR001678,GR003453
GR001679,GR004531
GR001680,GR005163
GR001681,GR009060
GR001682,GR001357
GR001683,GR000144
GR001684,GR006986
GR001685,GR005652
GR001686,GR006992
GR001687,GR009468
GR001688,GR003465
GR001689,GR007332
GR001690,GR008374
GR001691,GR000456
GR001692,GR007259
GR001693,GR002042
GR001694,GR006515
GR001695,GR006201
GR001696,GR008530
GR001697,GR003095
GR001698,GR007425
GR001699,GR004042
GR001700,GR005798
GR001701,GR004263
GR001702,GR002498
GR001703,GR008819
GR001704,GR000530
GR001705,GR001587
GR001706,GR003074
GR001707,GR000922
GR001708,GR000930
GR001709,GR008835
GR001710,GR006659
GR001711,GR002097
GR001712,GR007657
GR001713,GR007561
GR001714,GR005929
GR001715,GR005598
GR001716,GR003667
GR001717,GR007114
GR001718,GR006601
GR001719,GR006524
GR001720,GR007910
GR001721,GR006234
GR001722,GR000974
GR001723,GR005739
GR001724,GR010059
GR001725,GR005590
GR001726,GR008995
GR001727,GR008661
GR001728,GR009993
GR001729,GR000698
GR001730,GR008874
GR001731,GR000961
GR001732,GR000765
GR001733,GR000529
GR001734,GR005398
GR001735,GR008475
GR001736,GR007998
GR001737,GR009258
GR001738,GR006536
GR001739,GR001767
GR001740,GR007668
GR001741,GR010015
GR001742,GR009971
GR001743,GR003289
GR001744,GR001409
GR001745,GR003646
GR001746,GR009195
GR001747,GR008654
GR001748,GR001542
GR001749,GR004317
GR001750,GR008603
GR001751,GR003804
GR001752,GR003784
GR001753,GR003038
GR001754,GR006188
GR001755,GR005676
GR001756,GR005981
GR001757,GR008002
GR001758,GR008152
GR001759,GR008188
GR001760,GR005669
GR001761,GR000521
GR001762,GR002964
GR001763,GR003024
GR001764,GR005910
GR001765,GR001469
GR001766,GR009128
GR001767,GR008490
GR001768,GR009954
GR001769,GR007482
GR001770,GR003094
GR001771,GR003197
GR001772,GR005156
GR001773,GR000801
GR001774,GR000592
GR001775,GR003493
GR001776,GR009705
GR001777,GR001998
GR001778,GR003925
GR001779,GR002428
GR001780,GR006226
GR001781,GR009169
GR001782,GR007829
GR001783,GR006114
GR001784,GR004851
GR001785,GR004478
GR001786,GR005475
GR001787,GR008358
GR001788,GR004287
GR001789,GR004865
GR001790,GR001521
GR001791,GR002408
GR001792,GR009406
GR001793,GR005441
GR001794,GR007876
GR001795,GR004810
GR001796,GR001048
GR001797,GR007056
GR001798,GR008438
GR001799,GR007193
GR001800,GR007022
GR001801,GR006483
GR001802,GR002780
GR001803,GR008900
GR001804,GR009646
GR001805,GR005175
GR001806,GR001307
GR001807,GR004572
GR001808,GR002443
GR001809,GR003940
GR001810,GR002187
GR001811,GR004266
GR001812,GR008033
GR001813,GR001300
GR001814,GR009971
GR001815,GR003216
GR001816,GR001026
GR001817,GR002159
GR001818,GR009436
GR001819,GR009966
GR001820,GR005177
GR001821,GR000159
GR001822,GR009809
GR001823,GR002045
GR001824,GR002394
GR001825,GR003098
GR001826,GR008405
GR001827,GR002795
GR001828,GR000417
GR001829,GR009041
GR001830,GR009790
GR001831,GR002508
GR001832,GR009995
GR001833,GR003575
GR001834,GR009837
GR001835,GR004728
GR001836,GR007557
GR001837,GR002712
GR001838,GR004934
GR001839,GR009011
GR001840,GR006170
GR001841,GR001547
GR001842,GR001149
GR001843,GR001082
GR001844,GR007579
GR001845,GR003108
GR001846,GR009113
GR001847,GR002079
GR001848,GR001240
GR001849,GR000713
GR001850,GR003226
GR001851,GR007116
GR001852,GR004540
GR001853,GR007649
GR001854,GR006000
GR001855,GR009901
GR001856,GR009145
GR001857,GR009301
GR001858,GR001275
GR001859,GR001990
GR001860,GR003350
GR001861,GR009206
GR001862,GR004918
GR001863,GR006907
GR001864,GR002456
GR001865,GR007007
GR001866,GR000125
GR001867,GR009816
GR001868,GR009845
GR001869,GR009130
GR001870,GR007393
GR001871,GR003701
GR001872,GR009150
GR001873,GR008175
GR001874,GR008965
GR001875,GR006062
GR001876,GR006264
GR001877,GR003625
GR001878,GR007237
GR001879,GR006415
GR001880,GR006377
GR001881,GR006943
GR001882,GR002711
GR001883,GR003383
GR001884,GR003046
GR001885,GR003855
GR001886,GR003923
GR001887,GR003838
GR001888,GR007937
GR001889,GR004583
GR001890,GR006865
GR001891,GR002942
GR001892,GR003213
GR001893,GR004130
GR001894,GR001855
GR001895,GR003744
GR001896,GR004999
GR001897,GR008489
GR001898,GR001557
GR001899,GR001262
GR001900,GR007502
GR001901,GR007716
GR001902,GR004094
GR001903,GR004139
GR001904,GR003083
GR001905,GR008904
GR001906,GR004248
GR001907,GR002327
GR001908,GR000427
GR001909,GR009377
GR001910,GR007312
GR001911,GR000779
GR001912,GR004863
GR001913,GR001052
GR001914,GR007859
GR001915,GR001914
GR001916,GR004592
GR001917,GR003116
GR001918,GR008448
GR001919,GR008766
GR001920,GR002909
GR001921,GR000268
GR001922,GR005083
GR001923,GR009663
GR001924,GR006400
GR001925,GR003750
GR001926,GR004452
GR001927,GR005786
GR001928,GR005183
GR001929,GR005044
GR001930,GR009685
GR001931,GR008677
GR001932,GR008759
GR001933,GR006805
GR001934,GR001801
GR001935,GR001366
GR001936,GR004727
GR001937,GR002956
GR001938,GR006034
GR001939,GR004391
GR001940,GR001991
GR001941,GR000395
GR001942,GR007230
GR001943,GR000550
GR001944,GR003564
GR001945,GR002124
GR001946,GR008067
GR001947,GR006064
GR001948,GR007909
GR001949,GR002053
GR001950,GR003938
GR001951,GR000556
GR001952,GR004044
GR001953,GR010051
GR001954,GR007026
GR001955,GR005665
GR001956,GR003786
GR001957,GR002173
GR001958,GR003543
GR001959,GR004189
GR001960,GR005609
GR001961,GR005546
GR001962,GR001262
GR001963,GR000341
GR001964,GR009000
GR001965,GR008205
GR001966,GR004022
GR001967,GR002140
GR001968,GR007101
GR001969,GR002501
GR001970,GR001671
GR001971,GR007627
GR001972,GR000505
GR001973,GR002660
GR001974,GR001279
GR001975,GR004495
GR001976,GR000896
GR001977,GR007324
GR001978,GR008252
GR001979,GR004342
GR001980,GR007263
GR001981,GR005744
GR001982,GR008691
GR001983,GR000058
GR001984,GR003478
GR001985,GR004709
GR001986,GR001818
GR001987,GR000270
GR001988,GR002528
GR001989,GR005076
GR001990,GR003760
GR001991,GR006878
GR001992,GR003207
GR001993,GR004653
GR001994,GR006469
GR001995,GR005789
GR001996,GR001416
GR001997,GR008848
GR001998,GR006118
GR001999,GR006342
GR002000,GR008868
GR002001,GR007906
GR002002,GR000269
GR002003,GR007908
GR002004,GR000281
GR002005,GR009695
GR002006,GR007264
GR002007,GR009109
GR002008,GR006558
GR002009,GR000747
GR002010,GR010054
GR002011,GR006954
GR002012,GR003901
GR002013,GR008947
GR002014,GR000706
GR002015,GR007149
GR002016,GR008815
GR002017,GR001018
GR002018,GR008794
GR002019,GR008617
GR002020,GR006033
GR002021,GR005298
GR002022,GR006719
GR002023,GR002845
GR002024,GR008149
GR002025,GR001255
GR002026,GR006977
GR002027,GR003092
GR002028,GR006635
GR002029,GR003445
GR002030,GR002224
GR002031,GR005759
GR002032,GR000794
GR002033,GR006973
GR002034,GR003003
GR002035,GR005430
GR002036,GR001041
GR002037,GR001702
GR002038,GR000267
GR002039,GR004692
GR002040,GR002818
GR002041,GR005104
GR002042,GR002075
GR002043,GR009394
GR002044,GR002752
GR002045,GR008924
GR002046,GR008187
GR002047,GR008108
GR002048,GR001670
GR002049,GR001150
GR002050,GR003351
GR002051,GR007465
GR002052,GR007632
GR002053,GR004471
GR002054,GR005153
GR002055,GR003602
GR002056,GR002768
GR002057,GR003924
GR002058,GR002499
GR002059,GR005738
GR002060,GR001771
GR002061,GR000681
GR002062,GR009870
GR002063,GR000931
GR002064,GR002030
GR002065,GR004870
GR002066,GR000655
GR002067,GR009832
GR002068,GR005960
GR002069,GR008465
GR002070,GR004376
GR002071,GR005907
GR002072,GR010016
GR002073,GR000940
GR002074,GR006025
GR002075,GR009959
GR002076,GR008402
GR002077,GR005513
GR002078,GR009398
GR002079,GR005492
GR002080,GR004198
GR002081,GR000062
GR002082,GR003500
GR002083,GR002436
GR002084,GR009172
GR002085,GR007407
GR002086,GR002236
GR002087,GR008479
GR002088,GR000637
GR002089,GR008981
GR002090,GR009156
GR002091,GR001497
GR002092,GR000084
GR002093,GR009306
GR002094,GR006536
GR002095,GR002391
GR002096,GR007923
GR002097,GR008444
GR002098,GR009243
GR002099,GR008588
GR002100,GR007568
GR002101,GR005907
GR002102,GR000158
GR002103,GR008936
GR002104,GR003574
GR002105,GR000266
GR002106,GR003472
GR002107,GR003513
GR002108,GR004240
GR002109,GR005674
GR002110,GR000705
GR002111,GR003675
GR002112,GR002942
GR002113,GR004857
GR002114,GR009963
GR002115,GR001801
GR002116,GR004303
GR002117,GR001002
GR002118,GR007018
GR002119,GR007316
GR002120,GR005461
GR002121,GR008849
GR002122,GR002522
GR002123,GR009385
GR002124,GR003720
GR002125,GR009204
GR002126,GR002130
GR002127,GR008085
GR002128,GR009296
GR002129,GR002937
GR002130,GR007270
GR002131,GR006707
GR002132,GR001282
GR002133,GR005723
GR002134,GR003815
GR002135,GR002977
GR002136,GR006794
GR002137,GR006677
GR002138,GR001711
GR002139,GR002296
GR002140,GR004957
GR002141,GR008914
GR002142,GR009214
GR002143,GR001384
GR002144,GR007899
GR002145,GR007740
GR002146,GR004443
GR002147,GR010096
GR002148,GR001292
GR002149,GR008106
GR002150,GR008756
GR002151,GR003512
GR002152,GR004339
GR002153,GR004318
GR002154,GR005604
GR002155,GR005127
GR002156,GR006459
GR002157,GR000617
GR002158,GR005709
GR002159,GR005420
GR002160,GR009715
GR002161,GR009369
GR002162,GR008393
GR002163,GR009837
GR002164,GR006436
GR002165,GR000039
GR002166,GR009704
GR002167,GR006656
GR002168,GR004101
GR002169,GR008547
GR002170,GR004681
GR002171,GR002296
GR002172,GR007449
GR002173,GR008621
GR002174,GR002459
GR002175,GR007347
GR002176,GR005176
GR002177,GR009857
GR002178,GR007651
GR002179,GR003823
GR002180,GR008106
GR002181,GR000950
GR002182,GR008909
GR002183,GR007101
GR002184,GR001441
GR002185,GR002568
GR002186,GR002877
GR002187,GR003587
GR002188,GR002018
GR002189,GR007901
GR002190,GR005134
GR002191,GR002704
GR002192,GR009695
GR002193,GR008319
GR002194,GR005781
GR002195,GR001082
GR002196,GR007060
GR002197,GR008049
GR002198,GR001451
GR002199,GR000360
GR002200,GR003833
GR002201,GR003612
GR002202,GR008710
GR002203,GR004540
GR002204,GR009516
GR002205,GR009156
GR002206,GR001312
GR002207,GR005893
GR002208,GR006657
GR002209,GR006362
GR002210,GR007017
GR002211,GR001149
GR002212,GR002157
GR002213,GR007178
GR002214,GR003408
GR002215,GR008497
GR002216,GR009922
GR002217,GR005117
GR002218,GR003946
GR002219,GR008776
GR002220,GR006568
GR002221,GR008508
GR002222,GR003602
GR002223,GR000468
GR002224,GR007564
GR002225,GR005652
GR002226,GR000454
GR002227,GR007728
GR002228,GR001977
GR002229,GR006471
GR002230,GR006737
GR002231,GR005130
GR002232,GR005714
GR002233,GR008177
GR002234,GR007029
GR002235,GR000295
GR002236,GR006519
GR002237,GR007306
GR002238,GR002746
GR002239,GR007865
GR002240,GR006648
GR002241,GR009580
GR002242,GR005898
GR002243,GR005394
GR002244,GR000852
GR002245,GR000927
GR002246,GR007546
GR002247,GR005904
GR002248,GR009833
GR002249,GR009836
GR002250,GR003909
GR002251,GR000506
GR002252,GR007513
GR002253,GR004695
GR002254,GR005275
GR002255,GR010005
GR002256,GR000118
GR002257,GR001872
GR002258,GR003425
GR002259,GR002170
GR002260,GR007076
GR002261,GR001225
GR002262,GR003675
GR002263,GR007013
GR002264,GR007924
GR002265,GR003617
GR002266,GR002085
GR002267,GR008513
GR002268,GR000534
GR002269,GR008169
GR002270,GR008930
GR002271,GR002502
GR002272,GR002187
GR002273,GR003874
GR002274,GR000814
GR002275,GR001254
GR002276,GR000620
GR002277,GR006332
GR002278,GR004905
GR002279,GR004063
GR002280,GR007593
GR002281,GR005327
GR002282,GR001806
GR002283,GR002015
GR002284,GR004208
GR002285,GR008219
GR002286,GR005194
GR002287,GR002356
GR002288,GR008180
GR002289,GR005407
GR002290,GR003627
GR002291,GR004542
GR002292,GR005348
GR002293,GR000792
GR002294,GR002377
GR002295,GR000112
GR002296,GR004914
GR002297,GR003573
GR002298,GR002824
GR002299,GR002930
GR002300,GR003093
GR002301,GR008230
GR002302,GR002024
GR002303,GR008216
GR002304,GR006382
GR002305,GR009797
GR002306,GR004773
GR002307,GR001015
GR002308,GR005901
GR002309,GR004006
GR002310,GR006676
GR002311,GR006811
GR002312,GR003325
GR002313,GR003685
GR002314,GR009727
GR002315,GR006823
GR002316,GR002980
GR002317,GR003476
GR002318,GR000496
GR002319,GR000750
GR002320,GR007459
GR002321,GR001280
GR002322,GR006703
GR002323,GR000557
GR002324,GR004421
GR002325,GR007200
GR002326,GR001843
GR002327,GR005791
GR002328,GR009860
GR002329,GR003978
GR002330,GR008870
GR002331,GR006246
GR002332,GR008769
GR002333,GR004737
GR002334,GR008799
GR002335,GR006279
GR002336,GR007520
GR002337,GR007311
GR002338,GR000863
GR002339,GR007242
GR002340,GR008786
GR002341,GR001974
GR002342,GR000243
GR002343,GR007020
GR002344,GR006584
GR002345,GR005427
GR002346,GR001290
GR002347,GR009436
GR002348,GR008263
GR002349,GR001656
GR002350,GR000730
GR002351,GR006556
GR002352,GR009014
GR002353,GR003603
GR002354,GR003681
GR002355,GR009597
GR002356,GR007059
GR002357,GR000706
GR002358,GR000566
GR002359,GR001411
GR002360,GR006512
GR002361,GR001425
GR002362,GR009054
GR002363,GR009663
GR002364,GR001927
GR002365,GR006476
GR002366,GR009503
GR002367,GR007938
GR002368,GR005905
GR002369,GR007885
GR002370,GR001066
GR002371,GR005168
GR002372,GR004088
GR002373,GR002438
GR002374,GR004814
GR002375,GR002905
GR002376,GR001899
GR002377,GR009628
GR002378,GR002033
GR002379,GR000570
GR002380,GR005466
GR002381,GR005760
GR002382,GR005316
GR002383,GR003670
GR002384,GR001452
GR002385,GR002512
GR002386,GR003999
GR002387,GR001621
GR002388,GR000519
GR002389,GR008216
GR002390,GR005753
GR002391,GR000511
GR002392,GR008334
GR002393,GR007820
GR002394,GR008045
GR002395,GR010043
GR002396,GR002224
GR002397,GR006333
GR002398,GR006597
GR002399,GR004200
GR002400,GR004423
GR002401,GR008701
GR002402,GR001232
GR002403,GR005009
GR002404,GR000107
GR002405,GR007834
GR002406,GR008526
GR002407,GR004758
GR002408,GR001591
GR002409,GR001799
GR002410,GR005909
GR002411,GR004343
GR002412,GR008872
GR002413,GR001602
GR002414,GR008750
GR002415,GR008475
GR002416,GR000215
GR002417,GR004986
GR002418,GR000111
GR002419,GR001571
GR002420,GR001668
GR002421,GR003659
GR002422,GR002282
GR002423,GR006946
GR002424,GR004833
GR002425,GR007163
GR002426,GR003066
GR002427,GR009015
GR002428,GR004067
GR002429,GR001901
GR002430,GR002323
GR002431,GR001810
GR002432,GR006349
GR002433,GR005732
GR002434,GR009553
GR002435,GR003534
GR002436,GR001824
GR002437,GR008072
GR002438,GR006660
GR002439,GR007356
GR002440,GR004196
GR002441,GR008489
GR002442,GR007646
GR002443,GR005512
GR002444,GR000623
GR002445,GR004735
GR002446,GR002386
GR002447,GR007400
GR002448,GR001810
GR002449,GR002381
GR002450,GR008112
GR002451,GR003418
GR002452,GR008909
GR002453,GR004108
GR002454,GR006730
GR002455,GR006167
GR002456,GR004245
GR002457,GR006471
GR002458,GR007358
GR002459,GR007020
GR002460,GR005004
GR002461,GR009792
GR002462,GR002609
GR002463,GR000541
GR002464,GR003200
GR002465,GR000164
GR002466,GR008689
GR002467,GR007524
GR002468,GR001597
GR002469,GR004023
GR002470,GR003981
GR002471,GR004791
GR002472,GR007652
GR002473,GR002123
GR002474,GR004842
GR002475,GR007072
GR002476,GR009883
GR002477,GR001233
GR002478,GR004735
GR002479,GR007465
GR002480,GR002397
GR002481,GR002364
GR002482,GR006050
GR002483,GR005961
GR002484,GR000854
GR002485,GR007256
GR002486,GR005582
GR002487,GR008265
GR002488,GR007701
GR002489,GR007908
GR002490,GR008930
GR002491,GR000943
GR002492,GR003706
GR002493,GR001019
GR002494,GR006177
GR002495,GR004944
GR002496,GR003319
GR002497,GR004503
GR002498,GR008807
GR002499,GR002556
GR002500,GR003381
GR002501,GR001951
GR002502,GR003488
GR002503,GR000658
GR002504,GR007154
GR002505,GR003423
GR002506,GR003320
GR002507,GR002928
GR002508,GR005125
GR002509,GR004285
GR002510,GR003687
GR002511,GR007322
GR002512,GR002278
GR002513,GR002450
GR002514,GR007339
GR002515,GR001502
GR002516,GR005086
GR002517,GR002189
GR002518,GR003104
GR002519,GR003490
GR002520,GR002552
GR002521,GR008300
GR002522,GR000003
GR002523,GR004887
GR002524,GR000899
GR002525,GR009079
GR002526,GR001578
GR002527,GR001764
GR002528,GR001496
GR002529,GR007176
GR002530,GR001146
GR002531,GR002916
GR002532,GR004115
GR002533,GR007043
GR002534,GR004073
GR002535,GR001959
GR002536,GR009731
GR002537,GR008048
GR002538,GR008021
GR002539,GR005833
GR002540,GR005133
GR002541,GR006998
GR002542,GR003333
GR002543,GR004721
GR002544,GR008259
GR002545,GR008266
GR002546,GR000323
